Hours_Studied,Attendance,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,bool_Internet_Access,Tutoring_Sessions,School_Type_Private,School_Type_Public,Physical_Activity,numeric_Parental_Education_Level,numeric_Distance_from_Home,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
12,62,True,6,63,True,0,True,False,2,0,0,61,2,2,2,0,1,-1,False
23,76,True,7,93,True,2,False,True,2,1,0,68,0,2,1,0,1,-1,False
23,71,True,8,71,True,1,False,True,2,2,0,64,0,1,0,0,0,0,False
9,100,False,7,79,True,1,False,True,2,2,0,66,0,0,1,0,1,1,False
18,95,False,8,96,True,3,False,True,6,2,0,73,1,2,1,1,0,-1,False
18,87,False,8,57,False,3,False,True,4,0,0,66,0,0,1,2,2,1,False
13,74,True,7,61,True,2,False,True,3,0,1,65,2,2,1,0,1,1,False
22,82,True,7,58,True,0,False,True,4,1,0,68,1,2,1,1,1,-1,False
22,94,True,7,75,True,0,False,True,3,0,0,69,1,1,0,0,2,0,False
19,95,True,6,91,True,1,False,True,4,1,0,72,0,2,2,1,2,0,False
15,66,False,9,63,True,3,True,False,3,0,0,63,1,1,1,1,1,0,False
26,74,False,8,57,True,0,True,False,1,0,0,65,0,1,1,1,1,1,False
30,73,True,9,70,True,0,False,True,4,1,0,69,2,1,0,1,1,-1,False
17,62,False,6,99,True,2,True,False,3,0,2,62,2,0,1,1,1,-1,False
16,84,True,8,51,True,0,False,True,3,2,0,66,1,2,0,1,1,-1,False
23,94,True,9,75,True,3,True,False,2,2,1,69,0,0,1,0,1,0,False
18,75,True,9,83,True,2,False,True,4,2,1,67,2,1,1,0,1,1,True
19,90,True,5,90,True,0,False,True,2,1,2,94,1,2,0,0,1,0,False
24,85,True,7,87,True,2,True,False,2,0,0,71,1,1,2,1,1,0,False
9,75,False,7,54,True,2,False,True,4,0,0,61,1,1,0,0,1,1,False
28,66,True,9,73,True,2,False,True,2,1,0,68,2,1,1,0,1,1,False
20,88,False,4,54,True,0,False,True,4,0,0,66,1,1,0,2,0,-1,False
18,94,True,5,81,True,0,False,True,5,0,0,71,2,2,1,2,0,-1,False
19,87,False,9,54,True,3,False,True,4,0,1,66,0,1,0,0,2,1,False
20,61,False,6,52,True,2,True,False,2,2,0,60,0,1,1,0,0,-1,False
10,69,True,5,65,True,0,True,False,3,0,0,60,1,1,0,1,1,1,False
29,63,True,9,97,False,3,False,True,3,0,0,66,0,0,2,1,2,-1,False
20,83,True,5,85,True,1,False,True,2,1,2,67,1,0,1,2,2,0,False
23,90,False,9,50,True,4,True,False,3,0,1,67,0,0,0,1,1,0,False
26,64,False,5,64,True,2,False,True,1,0,0,64,1,1,1,2,1,-1,False
14,94,False,5,51,True,0,False,True,3,1,0,66,1,1,1,1,2,0,False
23,82,False,7,65,True,1,False,True,3,0,0,68,2,0,2,1,2,-1,False
18,88,True,6,84,True,1,False,True,3,2,1,70,2,0,1,1,2,1,False
25,99,True,7,88,True,3,True,False,4,1,1,75,2,1,1,0,1,1,False
7,63,True,10,90,True,0,True,False,2,0,1,86,2,2,1,0,1,1,True
19,96,True,7,95,True,3,True,False,3,1,0,73,1,1,2,1,2,-1,False
16,65,False,9,68,True,1,False,True,3,0,1,61,1,0,1,2,1,0,False
23,76,False,7,93,True,0,True,False,6,0,1,68,2,2,1,1,1,-1,False
23,94,False,8,86,True,1,False,True,0,1,2,70,1,2,1,0,2,0,False
16,96,True,4,77,True,1,False,True,2,0,0,71,1,1,2,2,2,1,False
16,80,True,8,98,True,2,True,False,4,2,0,71,2,1,2,1,2,1,False
19,84,False,8,97,True,2,False,True,1,1,0,68,1,1,2,1,1,0,True
15,88,True,6,95,True,2,False,True,4,0,0,70,2,2,1,0,1,-1,False
25,93,True,10,60,True,1,False,True,3,1,1,70,1,1,0,1,1,1,False
18,65,True,6,60,True,0,True,False,3,0,1,62,1,2,0,1,2,0,False
3,92,True,5,95,True,3,False,True,1,2,0,67,2,0,2,1,1,0,False
18,79,False,8,70,True,3,False,True,3,1,0,68,1,1,2,1,1,1,False
14,78,True,5,90,True,1,False,True,3,2,0,68,2,2,1,1,1,0,False
10,77,False,7,84,True,2,True,False,1,0,2,64,2,2,0,0,2,0,False
13,80,False,9,88,True,1,False,True,3,2,0,68,1,2,1,2,2,1,False
21,98,True,8,51,True,0,False,True,3,0,0,69,0,2,1,1,1,0,False
28,82,False,7,71,True,1,False,True,3,0,0,70,1,2,0,1,2,0,False
22,98,True,6,93,True,4,False,True,4,0,0,73,1,1,1,0,1,0,False
16,67,True,9,74,True,1,False,True,3,2,1,66,2,1,1,2,2,1,False
23,89,False,5,85,True,0,False,True,3,2,1,68,0,1,0,0,1,1,False
17,92,True,8,88,False,1,False,True,3,0,0,68,0,1,2,2,1,0,False
16,87,True,10,56,True,2,True,False,0,2,1,65,0,1,0,1,2,0,False
13,84,True,8,58,True,2,False,True,3,2,0,66,1,1,2,0,0,0,False
9,83,True,7,86,True,0,False,True,1,1,2,62,2,0,1,0,1,-1,False
18,94,True,7,53,True,3,True,False,2,0,0,67,0,0,0,1,2,0,False
21,93,True,6,67,True,1,False,True,3,2,0,73,1,2,2,1,2,1,False
19,65,True,6,96,True,2,True,False,2,2,0,65,1,0,1,1,2,0,False
18,94,False,7,79,True,2,True,False,4,0,0,70,2,0,2,2,1,0,False
14,77,True,8,96,True,3,False,True,2,2,0,68,2,1,1,1,1,0,False
24,70,True,9,65,True,3,True,False,3,0,1,67,2,1,1,1,0,1,False
12,95,True,4,82,True,2,False,True,3,0,1,66,0,1,2,0,1,-1,False
25,77,False,4,64,True,3,False,True,4,1,0,65,1,0,0,0,1,0,True
14,92,True,9,56,True,1,False,True,4,0,1,66,2,0,0,1,1,0,False
15,71,False,7,100,True,2,False,True,4,0,0,66,2,2,0,0,0,0,False
11,60,False,7,59,True,2,False,True,1,1,1,60,1,2,2,0,1,1,False
17,80,True,8,59,True,0,False,True,4,1,0,66,2,0,1,2,2,-1,False
26,64,True,7,92,True,2,True,False,4,1,1,68,2,1,0,0,2,1,False
23,90,True,10,90,True,3,False,True,5,0,0,72,1,1,0,0,1,1,False
26,71,False,8,99,False,1,False,True,3,1,0,68,0,2,1,1,1,1,False
23,78,True,6,54,True,0,False,True,3,2,0,67,1,1,2,0,1,0,False
13,63,False,6,55,True,0,False,True,4,2,0,62,2,1,2,1,0,1,False
18,71,False,7,72,True,0,False,True,5,1,1,66,1,1,2,2,2,1,False
15,91,False,6,80,True,0,True,False,3,2,0,69,2,1,1,0,1,1,False
28,66,False,10,52,True,0,False,True,3,0,0,64,1,1,0,0,2,1,False
13,86,False,7,58,False,0,True,False,3,0,0,63,0,1,1,1,1,1,False
25,87,True,8,83,True,0,True,False,4,1,1,72,2,1,1,1,2,1,False
31,92,True,9,54,False,1,True,False,3,1,0,71,1,1,1,0,1,1,False
18,64,True,9,97,True,2,False,True,3,0,1,64,0,2,1,1,1,-1,False
24,70,False,6,63,False,0,False,True,3,0,0,65,2,2,0,0,1,0,False
34,96,True,5,94,True,1,False,True,5,0,1,75,1,1,2,1,2,-1,True
16,89,False,9,96,True,2,False,True,3,1,2,69,2,1,1,1,0,1,False
11,86,False,5,75,True,1,False,True,4,2,1,65,1,1,1,1,0,0,False
9,87,False,8,71,False,0,False,True,1,1,1,60,0,0,0,0,2,0,False
24,77,True,6,64,True,2,False,True,4,0,0,69,1,1,1,2,1,1,False
9,62,True,9,90,True,4,False,True,4,1,2,65,2,2,2,2,1,0,False
18,91,True,5,60,True,0,True,False,4,0,1,67,0,1,0,2,2,1,False
23,87,False,6,81,True,5,True,False,2,0,2,70,2,0,0,1,2,0,False
21,79,True,8,78,True,1,False,True,4,1,1,66,1,0,0,0,2,1,False
23,96,True,8,62,True,0,False,True,4,0,1,69,1,1,1,0,2,0,False
21,73,True,9,99,True,2,False,True,3,2,0,69,1,1,1,1,2,0,False
28,72,True,8,92,True,1,False,True,2,0,0,68,2,1,0,1,1,-1,False
14,95,True,8,51,True,5,True,False,4,1,0,70,1,1,1,1,1,1,False
16,92,False,9,71,True,2,True,False,2,0,1,66,1,0,2,0,1,0,False
15,81,False,5,68,False,0,False,True,3,0,0,65,2,1,0,1,2,1,False
25,65,False,6,94,True,1,False,True,4,1,0,65,0,1,1,0,2,-1,False
25,69,True,5,63,True,1,True,False,2,0,0,65,0,1,1,2,1,0,False
23,86,True,4,100,True,0,False,True,3,2,0,69,0,1,1,0,2,-1,False
27,75,False,8,60,True,4,False,True,2,2,1,69,1,1,1,1,1,1,False
13,93,False,9,62,True,0,True,False,3,0,1,65,1,2,0,0,1,0,False
30,98,True,8,83,False,1,False,True,3,0,0,76,2,2,2,0,2,0,False
29,92,False,8,58,True,2,True,False,3,1,0,72,1,2,0,1,0,0,False
24,75,False,7,94,True,2,False,True,4,0,0,67,1,0,1,1,2,-1,False
31,92,True,7,55,True,3,False,True,3,0,0,74,2,1,1,0,2,1,False
10,74,True,10,99,True,2,False,True,3,1,0,66,1,1,2,1,2,0,False
17,67,True,9,94,True,2,True,False,3,0,0,66,2,2,1,0,0,1,False
16,61,False,6,92,True,4,False,True,3,0,0,66,1,2,2,2,2,0,False
24,75,True,9,70,True,5,False,True,5,1,0,71,0,2,2,2,2,-1,False
14,96,False,9,76,True,0,False,True,3,0,1,66,1,0,1,0,2,0,False
25,70,False,8,73,True,1,False,True,2,2,0,65,0,2,2,0,0,-1,False
28,68,True,8,99,True,1,False,True,3,0,0,69,0,2,1,2,1,0,False
24,99,True,8,52,True,1,False,True,2,0,0,69,1,0,0,0,2,-1,False
14,91,False,5,98,True,0,False,True,3,0,0,68,0,1,2,2,2,0,False
27,61,False,5,70,True,2,False,True,2,1,0,64,1,1,1,0,0,0,False
25,97,True,5,82,True,1,False,True,5,1,1,73,1,2,2,0,2,-1,False
20,66,True,4,95,True,2,False,True,2,0,1,66,0,2,2,2,1,0,False
17,82,False,6,65,True,4,True,False,3,0,1,67,1,2,0,0,1,1,False
8,71,True,8,97,True,3,True,False,1,0,0,63,2,1,1,1,1,0,True
14,63,True,8,64,True,1,False,True,3,0,1,61,1,1,2,0,1,0,False
31,62,True,8,91,True,4,False,True,4,0,1,71,1,1,2,2,2,1,False
12,65,True,6,64,True,1,False,True,3,1,0,61,0,1,1,1,1,1,False
21,63,True,7,54,True,1,True,False,3,1,1,62,1,0,0,1,1,1,False
26,90,True,8,91,True,1,True,False,4,0,0,74,2,2,1,2,2,0,True
12,79,False,8,73,True,2,True,False,4,0,0,65,1,1,1,1,1,0,False
21,74,True,6,70,True,2,False,True,3,0,1,64,0,0,0,0,2,1,False
26,77,False,7,71,True,1,False,True,4,2,1,66,0,0,1,1,2,0,False
37,96,True,7,63,True,0,True,False,4,0,0,76,2,1,1,1,2,1,False
10,89,True,6,62,True,4,False,True,3,2,1,67,1,1,1,0,1,1,False
26,95,False,9,74,True,3,True,False,3,0,0,71,1,2,0,0,1,0,True
19,73,False,6,52,True,1,False,True,3,0,0,65,2,1,1,1,1,1,False
25,75,True,7,82,True,3,True,False,4,2,0,68,0,0,1,1,2,-1,False
23,85,True,6,91,True,1,False,True,3,0,2,68,1,1,0,0,2,0,False
16,85,True,6,86,True,3,True,False,2,0,2,67,2,0,0,2,2,0,False
21,79,False,8,73,True,1,False,True,2,0,0,64,1,0,1,0,0,0,False
9,76,False,6,78,False,0,False,True,4,2,0,60,0,2,0,1,1,-1,True
22,93,True,4,96,True,1,True,False,2,1,0,73,2,1,2,2,0,1,False
24,77,True,8,78,True,2,True,False,3,0,1,69,1,1,0,2,2,1,False
26,89,False,7,66,True,0,False,True,5,1,0,70,2,1,1,0,1,0,True
22,71,False,7,65,True,1,False,True,3,1,0,64,1,1,0,0,1,0,False
21,64,True,7,83,True,2,False,True,3,0,1,64,2,0,2,0,0,0,False
15,74,True,8,79,True,0,False,True,3,1,0,65,2,1,1,2,1,-1,False
16,76,False,7,59,True,0,False,True,2,1,0,62,1,1,0,0,1,0,False
29,93,True,7,84,True,0,False,True,3,1,1,72,1,1,1,2,1,0,False
19,74,True,5,65,False,1,False,True,3,0,0,64,1,0,2,0,2,1,False
20,83,True,7,75,True,0,False,True,4,0,0,67,1,1,1,1,1,0,False
15,63,True,9,63,False,4,True,False,3,1,0,64,2,2,0,2,2,-1,False
27,67,False,6,54,True,0,True,False,2,0,2,61,0,1,1,1,0,-1,False
24,96,True,5,69,True,1,False,True,4,0,0,72,1,2,1,0,1,1,False
32,84,True,8,87,False,2,False,True,1,0,2,70,1,1,1,1,1,1,False
15,98,False,8,61,True,4,False,True,2,0,1,70,1,2,1,0,1,1,False
18,100,False,6,88,True,2,False,True,2,1,1,71,1,1,1,1,1,0,False
21,75,False,7,83,True,1,False,True,2,1,0,68,2,2,0,1,1,1,False
24,72,False,7,75,True,3,True,False,2,1,0,68,1,1,1,2,1,0,False
19,94,False,7,99,True,0,False,True,1,0,0,70,2,2,1,0,1,0,True
15,100,False,8,94,True,2,False,True,3,1,0,73,2,2,2,1,2,-1,False
25,85,False,6,78,True,2,False,True,1,0,2,69,2,1,0,1,2,0,False
24,92,False,8,78,True,0,False,True,3,0,0,71,1,2,2,1,1,0,False
15,91,False,6,64,True,1,False,True,3,0,0,64,0,1,0,0,2,1,True
28,74,False,9,96,True,0,True,False,3,0,0,68,1,1,0,1,1,0,False
27,83,False,10,95,True,0,True,False,4,0,1,69,1,1,1,2,0,0,False
21,93,False,6,87,True,1,False,True,2,0,0,70,2,0,1,0,2,1,False
23,61,True,8,85,True,1,True,False,0,0,0,66,1,2,1,1,2,1,False
15,73,False,7,63,True,2,False,True,5,2,1,65,1,2,1,1,1,0,False
20,66,True,8,59,True,4,False,True,3,1,0,66,1,2,0,1,1,1,False
7,69,True,6,88,True,0,True,False,4,2,0,61,0,1,1,0,2,-1,False
25,96,False,7,98,True,0,False,True,2,0,0,71,0,1,1,0,1,1,False
11,61,True,6,55,True,5,False,True,3,0,2,60,2,0,1,2,0,0,False
29,69,True,7,58,True,1,False,True,2,1,0,66,1,1,1,0,0,1,False
18,72,True,5,61,True,1,True,False,4,1,1,61,0,0,0,1,1,-1,False
19,85,True,7,98,True,2,False,True,3,0,1,68,1,1,2,1,1,-1,True
16,81,True,5,85,False,2,False,True,3,1,0,68,1,2,2,0,1,1,False
18,69,True,6,84,True,2,False,True,4,0,0,65,1,1,1,0,1,1,False
29,67,False,7,75,False,3,False,True,1,0,0,65,2,0,1,0,1,0,False
5,69,True,8,77,False,2,False,True,2,1,0,60,1,1,1,0,2,-1,False
28,80,False,8,65,True,2,True,False,2,1,0,67,0,1,0,0,1,0,False
22,71,False,8,58,False,2,False,True,4,1,0,65,2,1,1,0,1,-1,False
13,98,True,5,89,True,1,False,True,3,0,0,70,2,1,2,2,1,-1,False
14,79,False,9,74,True,1,False,True,4,0,0,64,1,1,1,1,1,0,False
30,62,True,6,63,True,2,False,True,4,0,1,68,1,2,1,0,2,1,False
14,89,False,6,82,True,2,False,True,4,1,1,69,2,1,2,1,1,-1,False
13,73,True,7,60,True,0,False,True,3,1,0,65,1,2,2,2,2,0,False
27,86,False,6,74,True,2,True,False,3,0,0,71,1,1,1,2,2,0,False
22,71,True,8,60,True,1,False,True,4,0,1,65,1,1,0,1,2,0,False
14,83,True,8,88,True,0,False,True,2,0,1,65,1,2,0,2,1,-1,True
21,91,True,6,66,True,0,False,True,2,1,2,68,1,1,2,1,1,1,True
14,97,False,7,72,True,1,False,True,3,0,0,66,1,0,2,0,0,0,False
27,70,True,7,88,False,1,False,True,3,0,0,65,0,0,1,2,1,0,False
26,73,True,8,83,True,2,False,True,4,1,0,71,2,2,0,1,1,1,False
23,79,True,6,70,True,3,False,True,4,2,1,68,0,1,1,1,2,-1,False
22,97,True,6,54,False,2,False,True,2,1,0,70,1,1,1,2,1,0,False
20,64,True,6,50,True,0,True,False,2,0,0,62,2,0,2,0,1,0,False
13,65,False,5,87,True,1,False,True,2,0,1,61,1,2,0,1,1,1,True
23,80,True,6,97,True,0,True,False,3,0,0,70,2,2,1,1,1,0,False
14,74,True,8,54,True,2,False,True,2,0,1,62,1,1,2,0,0,0,False
18,66,False,9,62,True,2,False,True,4,0,1,65,2,2,1,2,1,0,False
22,85,False,6,66,True,0,True,False,4,1,0,68,2,1,0,0,1,1,False
20,98,True,4,73,True,2,True,False,1,0,2,70,1,2,1,1,0,1,False
14,100,False,7,76,True,1,True,False,3,2,0,68,1,0,0,1,1,0,False
27,75,False,10,86,False,3,True,False,6,2,0,69,0,1,1,1,1,1,False
34,84,True,6,95,True,1,True,False,3,2,2,73,1,2,1,0,1,0,False
21,94,True,7,73,True,1,True,False,5,1,0,71,1,1,1,1,1,1,False
15,65,True,5,87,True,0,True,False,4,0,0,63,0,2,1,0,2,0,False
11,88,True,7,56,True,2,False,True,2,1,0,66,2,1,0,1,1,0,False
22,76,True,7,66,True,1,True,False,4,2,0,67,2,0,0,0,2,1,False
23,76,True,5,85,True,1,False,True,3,0,0,66,1,0,1,1,0,0,False
20,63,True,5,95,True,2,False,True,3,1,0,69,2,2,1,2,2,1,False
16,88,True,5,94,True,4,True,False,6,1,1,72,1,2,2,1,1,1,False
13,70,True,6,66,True,1,False,True,4,0,0,63,1,2,1,1,1,-1,False
25,72,True,8,62,True,2,False,True,2,0,0,67,1,2,1,0,1,1,False
25,65,False,6,64,True,1,True,False,4,1,0,64,0,1,1,1,1,-1,False
11,95,True,9,64,True,4,False,True,4,0,1,68,1,1,2,0,1,1,False
30,80,False,6,54,True,1,False,True,3,0,1,71,2,2,2,2,1,1,False
23,83,True,7,57,False,2,False,True,4,0,1,67,1,0,1,1,2,1,False
28,83,False,8,61,True,1,True,False,5,2,0,67,1,0,1,0,1,-1,True
12,76,True,9,50,True,2,False,True,3,1,0,64,1,1,1,1,2,-1,False
12,68,False,6,52,True,5,False,True,3,1,0,63,2,0,0,2,2,0,False
19,90,False,8,85,True,2,False,True,4,1,0,72,2,2,1,1,1,0,False
23,65,True,6,81,True,2,False,True,2,0,0,63,0,1,0,0,1,0,False
31,64,False,10,97,True,2,True,False,4,0,2,67,2,1,0,1,1,-1,False
24,88,True,5,70,False,1,True,False,2,2,0,68,0,1,1,0,1,1,False
19,68,True,8,72,True,2,True,False,3,1,2,64,0,2,2,0,2,0,False
14,72,False,9,53,True,4,False,True,3,2,0,65,1,2,1,1,1,-1,False
27,79,True,5,58,True,2,True,False,1,2,2,68,1,0,2,1,1,0,False
14,78,True,8,85,True,2,True,False,4,0,0,66,1,2,1,0,1,-1,False
30,88,True,6,62,True,4,True,False,5,1,2,73,1,1,2,0,1,1,False
18,85,True,10,89,True,1,True,False,3,0,0,68,0,1,1,2,1,1,False
30,86,False,4,85,True,2,True,False,5,2,2,72,1,2,2,1,1,0,True
24,89,True,5,87,False,3,False,True,0,0,0,70,1,1,1,2,1,0,False
19,72,True,5,85,True,1,True,False,4,1,0,66,1,1,2,0,1,0,False
17,73,True,5,85,True,3,False,True,1,1,0,66,0,1,2,1,1,1,False
18,78,True,8,77,True,2,True,False,4,1,0,66,0,0,1,1,2,0,False
23,72,True,10,84,True,2,False,True,2,0,1,65,2,0,0,0,1,-1,False
20,99,True,9,76,True,2,False,True,5,1,2,71,2,0,2,0,1,0,False
16,93,True,7,60,True,1,False,True,1,0,1,66,0,1,1,1,1,1,False
20,60,True,6,70,True,2,False,True,3,2,0,63,1,1,1,0,1,0,True
7,62,True,8,51,True,0,False,True,3,1,1,58,2,1,0,1,0,1,False
14,65,False,7,63,True,2,False,True,3,0,1,61,2,1,1,0,1,0,False
13,81,False,6,53,True,2,False,True,4,0,0,65,1,2,0,0,1,1,False
10,94,False,5,71,True,1,False,True,3,0,1,67,2,0,1,2,1,1,False
9,89,True,7,91,True,1,False,True,3,2,0,67,0,2,1,2,0,0,False
12,69,False,7,70,True,1,True,False,4,0,0,62,2,0,1,1,1,1,False
16,76,True,6,63,True,0,False,True,1,0,0,86,1,2,2,0,1,1,False
32,80,False,6,77,True,0,False,True,5,1,0,71,2,1,0,1,1,0,False
17,92,True,8,79,True,1,False,True,3,2,0,70,1,1,1,0,1,1,False
21,94,False,8,88,True,1,False,True,3,1,0,71,1,1,1,1,1,1,False
22,96,False,10,90,True,2,False,True,3,1,1,71,2,0,2,0,1,0,True
21,80,True,9,85,True,1,False,True,3,1,0,70,2,2,0,2,1,-1,False
20,88,True,5,50,False,2,False,True,5,0,1,67,1,2,1,0,1,0,False
13,64,True,7,50,True,0,False,True,4,0,0,60,1,0,2,1,0,1,False
29,83,False,5,99,True,0,False,True,4,1,0,73,2,2,1,1,2,0,False
31,70,True,4,63,True,1,False,True,2,0,0,67,2,0,2,1,1,0,True
10,77,True,10,64,True,1,True,False,3,1,0,62,0,2,2,0,1,-1,True
14,85,False,9,87,True,0,False,True,3,1,0,67,1,2,2,1,1,-1,False
18,70,False,6,79,True,1,False,True,2,1,0,65,2,0,1,1,2,1,False
14,62,False,9,73,True,1,False,True,6,0,0,61,1,1,1,0,1,0,False
23,60,True,9,56,False,0,True,False,4,0,1,61,2,1,0,0,1,-1,False
16,61,False,4,54,True,1,True,False,2,0,0,60,2,1,0,0,1,0,False
33,60,False,8,85,True,4,False,True,3,0,0,68,2,2,0,0,0,-1,False
27,64,True,6,56,True,0,False,True,5,1,1,65,2,1,0,0,2,0,False
21,70,True,8,72,True,3,False,True,1,2,1,67,2,2,0,1,0,0,False
26,69,False,10,87,True,2,False,True,2,2,0,67,2,0,0,1,0,1,False
27,99,False,9,96,True,0,True,False,2,1,1,74,2,1,0,2,1,1,False
17,72,False,7,94,True,4,False,True,2,0,2,64,0,1,0,1,1,1,False
15,65,True,9,93,True,2,True,False,3,1,0,64,1,2,0,0,0,0,False
20,82,True,4,68,True,2,False,True,3,0,0,67,1,0,1,0,2,0,False
25,94,False,8,96,True,6,False,True,3,0,2,74,2,2,2,1,1,-1,True
21,87,True,8,84,True,1,True,False,2,1,0,69,1,1,2,0,0,1,False
11,72,False,8,94,True,1,False,True,2,0,0,62,0,1,2,0,0,1,False
20,89,True,8,52,True,2,False,True,3,1,1,69,2,2,0,1,1,-1,False
20,89,True,8,71,True,1,False,True,1,2,2,68,2,1,1,1,1,-1,False
32,87,True,4,91,True,2,False,True,2,0,1,74,2,1,1,2,1,0,False
12,95,False,7,70,True,4,False,True,3,0,2,68,1,1,1,1,2,1,False
23,95,True,6,94,True,2,False,True,3,0,0,73,1,1,2,1,1,0,False
29,83,False,8,62,True,4,False,True,5,1,0,70,1,0,0,2,1,-1,False
34,77,False,9,52,True,0,True,False,4,0,1,69,1,2,1,1,1,0,False
18,86,True,6,88,True,2,False,True,2,1,2,68,1,1,1,1,2,0,False
23,93,False,5,81,True,2,True,False,1,1,0,71,1,2,2,0,1,-1,False
23,60,False,7,72,True,3,False,True,2,1,0,64,0,1,0,2,1,0,False
21,100,False,5,92,True,3,False,True,3,2,0,71,1,1,0,0,0,1,True
19,67,False,7,91,True,1,False,True,3,0,0,65,1,1,1,0,2,0,False
23,79,True,7,66,True,1,True,False,3,2,0,68,0,1,2,2,1,1,False
5,95,True,8,92,True,1,True,False,2,1,0,67,1,2,0,0,2,0,False
24,69,True,7,67,True,2,False,True,4,2,2,67,1,2,1,1,2,-1,False
21,79,True,7,81,True,2,False,True,4,0,0,67,1,0,0,1,1,0,False
19,65,True,9,60,True,1,False,True,3,2,1,63,1,2,0,0,1,0,False
32,76,False,7,63,True,0,False,True,3,0,0,68,1,1,1,1,0,1,False
16,67,True,6,72,True,1,False,True,3,2,0,66,2,2,1,0,2,1,False
18,75,True,7,66,True,1,False,True,4,0,0,67,1,1,2,2,2,1,False
32,75,True,6,56,True,3,False,True,2,1,1,68,1,0,1,1,1,0,False
15,100,True,5,74,True,2,True,False,3,2,0,72,2,1,1,2,1,0,False
17,100,False,5,76,True,3,True,False,3,2,1,70,1,1,0,0,2,0,False
19,65,False,9,58,True,3,False,True,4,0,1,62,0,2,0,1,1,-1,False
25,89,True,6,59,True,2,False,True,2,1,0,69,1,0,1,0,1,0,False
21,62,True,7,51,True,0,True,False,4,0,0,61,1,0,0,0,1,1,False
12,61,True,7,52,True,2,False,True,2,0,1,58,1,0,0,0,1,1,False
17,64,False,7,68,True,5,True,False,3,0,0,63,0,1,1,1,1,0,False
16,99,False,9,57,False,4,False,True,3,1,0,71,2,1,2,1,1,1,False
20,98,True,7,96,False,1,False,True,3,1,0,70,0,1,0,0,2,1,False
23,68,False,6,60,True,1,False,True,3,0,0,64,2,1,1,0,1,0,False
23,66,False,6,53,True,2,False,True,1,1,2,63,2,0,0,1,1,1,False
9,70,True,8,70,True,1,False,True,3,1,0,63,2,1,0,1,1,1,False
26,81,False,8,60,True,2,False,True,5,2,0,71,2,0,2,0,2,1,False
22,83,True,8,53,False,0,False,True,2,2,0,65,0,2,1,0,0,-1,False
28,69,False,7,88,True,2,False,True,2,0,1,68,2,2,0,0,1,0,False
23,90,True,5,78,False,1,True,False,3,0,1,70,1,2,2,1,1,0,False
27,72,True,8,53,True,3,False,True,3,0,2,68,2,2,1,1,0,0,False
23,97,False,7,73,False,3,True,False,1,0,1,69,1,2,1,0,1,-1,False
28,86,True,7,52,True,0,False,True,5,1,0,70,1,1,1,1,1,1,False
23,77,False,5,68,True,0,True,False,3,0,0,67,2,1,0,2,2,1,True
19,92,True,6,68,True,2,False,True,2,0,0,69,0,2,1,1,1,0,False
25,72,True,8,87,True,3,False,True,3,2,1,68,1,1,0,1,0,1,False
23,74,False,8,95,True,2,False,True,2,1,2,67,2,1,1,0,1,-1,False
12,97,True,7,57,True,0,True,False,4,1,1,67,1,2,0,0,1,1,False
12,67,True,8,77,True,2,True,False,3,1,0,64,1,2,1,0,2,1,False
22,62,False,9,51,True,2,False,True,2,0,0,63,2,1,1,0,1,0,False
21,78,False,8,91,False,1,True,False,5,2,0,67,0,2,1,1,0,-1,False
16,92,True,8,68,True,1,False,True,2,0,0,70,1,2,1,1,2,1,False
21,91,True,6,53,True,1,False,True,3,2,0,71,2,1,2,1,1,1,False
30,97,True,6,66,True,1,True,False,2,1,0,74,1,2,2,1,1,0,False
24,81,True,9,64,True,2,False,True,3,0,0,70,1,2,2,2,0,1,False
13,64,False,6,88,True,1,False,True,2,1,1,59,0,0,1,1,1,0,False
19,84,True,8,56,True,0,True,False,3,0,0,64,0,1,1,0,1,0,True
15,91,False,10,78,True,2,False,True,3,0,0,67,0,1,0,1,2,0,False
18,64,True,8,90,True,1,False,True,3,0,0,63,1,1,1,0,1,0,False
18,67,True,7,87,True,5,False,True,2,1,0,66,0,2,1,0,0,1,False
17,60,True,5,97,True,1,True,False,4,1,2,62,1,1,1,1,1,-1,False
12,84,False,7,50,True,3,False,True,3,0,0,65,0,1,1,2,2,0,False
19,95,True,9,68,True,3,False,True,4,1,2,73,2,2,1,2,1,1,False
17,87,True,7,68,True,1,False,True,2,0,0,70,2,2,2,1,2,1,False
2,99,True,9,52,True,0,False,True,4,0,0,62,1,0,0,1,1,0,False
32,63,False,8,91,False,2,False,True,5,0,0,68,1,2,1,2,0,1,True
27,96,True,7,84,True,1,False,True,3,1,0,74,2,0,1,2,1,0,False
18,93,False,7,76,True,2,True,False,4,0,0,96,1,1,0,1,1,0,False
20,73,False,5,70,True,1,False,True,2,0,1,66,2,2,2,0,2,-1,False
13,99,True,6,95,False,0,False,True,4,2,0,69,0,2,1,0,1,1,False
30,72,True,6,63,True,1,False,True,3,2,0,70,2,2,1,0,1,0,False
31,96,True,8,67,True,2,True,False,3,1,0,73,1,0,1,1,1,0,False
21,95,False,7,98,True,1,False,True,2,0,0,69,0,0,0,0,2,1,False
26,90,True,9,53,True,1,True,False,4,0,2,71,2,2,1,0,1,0,False
