Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,bool_Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type_Private,School_Type_Public,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,numeric_Parental_Education_Level,Distance_from_Home,numeric_Distance_from_Home,Gender,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
15,85,Medium,Medium,Yes,True,4,61,Medium,Yes,True,0,Medium,Low,False,True,Neutral,1,No,College,1,Near,0,Male,65,1,1,1,1,0,0,False
11,96,High,High,No,False,7,60,Medium,Yes,True,2,Low,Medium,False,True,Neutral,1,No,High School,0,Near,0,Male,68,2,2,1,0,1,0,False
19,71,Medium,Medium,Yes,True,7,91,Medium,Yes,True,3,High,Medium,False,True,Negative,1,No,High School,0,Moderate,1,Female,66,1,1,1,2,1,-1,False
19,80,Low,Medium,Yes,True,10,63,High,No,False,1,Medium,Medium,False,True,Neutral,2,No,College,1,Near,0,Female,65,0,1,2,1,1,0,False
23,98,Medium,High,Yes,True,7,52,Low,Yes,True,2,Low,High,True,False,Positive,4,Yes,High School,0,Near,0,Female,71,1,2,0,0,2,1,True
26,67,Low,Medium,Yes,True,8,71,Medium,Yes,True,2,High,Medium,True,False,Negative,3,No,High School,0,Near,0,Male,65,0,1,1,2,1,-1,False
20,89,Low,Medium,Yes,True,6,91,High,Yes,True,0,Medium,Medium,True,False,Positive,4,No,College,1,Near,0,Male,70,0,1,2,1,1,1,False
31,85,Medium,Medium,Yes,True,9,71,Low,Yes,True,0,Medium,High,False,True,Negative,2,Yes,College,1,Moderate,1,Female,69,1,1,0,1,2,-1,True
21,87,Medium,Medium,No,False,6,90,High,Yes,True,3,High,Medium,False,True,Negative,4,No,High School,0,Near,0,Male,71,1,1,2,2,1,-1,False
18,74,Medium,High,Yes,True,8,91,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,High School,0,Near,0,Female,67,1,2,1,1,2,1,False
18,87,Low,Low,No,False,8,79,High,Yes,True,1,Low,High,False,True,Negative,4,No,College,1,Near,0,Male,82,0,0,2,0,2,-1,False
18,69,Medium,High,Yes,True,10,85,Medium,Yes,True,2,High,Medium,True,False,Positive,0,No,College,1,Moderate,1,Female,66,1,2,1,2,1,1,False
26,77,Low,Medium,Yes,True,6,63,Low,Yes,True,1,Low,High,False,True,Negative,4,No,High School,0,Near,0,Male,66,0,1,0,0,2,-1,False
23,68,High,Medium,Yes,True,9,55,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Male,65,2,1,1,1,1,1,False
13,60,Medium,Medium,No,False,9,77,Low,Yes,True,2,Medium,High,True,False,Positive,5,Yes,High School,0,Near,0,Male,61,1,1,0,1,2,1,True
21,99,Medium,High,No,False,7,51,High,Yes,True,2,Medium,Low,True,False,Neutral,2,No,Postgraduate,2,Near,0,Female,72,1,2,2,1,0,0,False
24,77,High,Medium,Yes,True,10,73,Medium,Yes,True,3,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,70,2,1,1,1,1,1,False
29,99,Medium,Medium,Yes,True,7,55,Low,Yes,True,0,Medium,Medium,True,False,Positive,3,No,High School,0,Moderate,1,Male,71,1,1,0,1,1,1,False
25,66,High,Medium,Yes,True,7,55,Medium,Yes,True,4,Medium,Medium,False,True,Neutral,2,Yes,High School,0,Moderate,1,Female,84,2,1,1,1,1,0,True
25,83,High,High,Yes,True,7,94,Low,Yes,True,2,Low,High,False,True,Positive,3,Yes,College,1,Moderate,1,Male,72,2,2,0,0,2,1,True
20,68,Medium,High,Yes,True,5,82,Medium,No,False,1,Low,High,False,True,Positive,3,No,Postgraduate,2,Near,0,Female,67,1,2,1,0,2,1,False
22,92,High,Low,No,False,8,82,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,5,No,Postgraduate,2,Near,0,Male,72,2,0,1,1,1,0,False
27,91,Low,High,Yes,True,8,70,Low,Yes,True,1,Medium,Low,False,True,Neutral,6,No,High School,0,Moderate,1,Female,70,0,2,0,1,0,0,False
12,65,Medium,High,No,False,7,71,Medium,Yes,True,1,Low,High,False,True,Neutral,4,No,High School,0,Moderate,1,Male,62,1,2,1,0,2,0,False
18,96,High,Medium,Yes,True,10,65,Low,Yes,True,3,Medium,Medium,False,True,Positive,2,No,College,1,Moderate,1,Female,71,2,1,0,1,1,1,False
15,68,Low,Medium,No,False,6,72,Low,Yes,True,3,High,Low,False,True,Neutral,3,No,High School,0,Near,0,Female,62,0,1,0,2,0,0,False
22,85,Medium,Medium,Yes,True,4,79,Low,Yes,True,1,Low,Low,False,True,Positive,3,No,High School,0,Near,0,Female,68,1,1,0,0,0,1,False
27,99,High,Medium,No,False,10,59,High,Yes,True,2,Low,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,74,2,1,2,0,1,1,False
16,95,High,High,No,False,9,63,Medium,No,False,0,Medium,Low,True,False,Positive,3,No,High School,0,Near,0,Male,68,2,2,1,1,0,1,False
6,98,Medium,Low,No,False,8,75,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,Yes,Postgraduate,2,Far,2,Female,64,1,0,1,2,1,0,True
18,74,High,Medium,Yes,True,6,69,Medium,Yes,True,0,Low,Medium,False,True,Positive,4,No,High School,0,Moderate,1,Male,65,2,1,1,0,1,1,False
25,64,Medium,Low,Yes,True,8,91,Medium,Yes,True,1,Low,Low,False,True,Positive,5,No,College,1,Near,0,Male,66,1,0,1,0,0,1,False
23,68,Medium,High,No,False,5,91,Low,Yes,True,5,Low,Medium,False,True,Neutral,1,No,College,1,Near,0,Female,68,1,2,0,0,1,0,False
23,80,Medium,Medium,No,False,7,67,Low,Yes,True,2,Low,High,False,True,Neutral,4,No,High School,0,Near,0,Male,67,1,1,0,0,2,0,False
18,92,Medium,Medium,Yes,True,6,73,Low,Yes,True,1,Medium,High,False,True,Neutral,5,Yes,High School,0,Moderate,1,Female,67,1,1,0,1,2,0,True
12,66,Medium,High,Yes,True,7,99,Low,Yes,True,2,Medium,Low,False,True,Neutral,3,No,High School,0,Moderate,1,Male,63,1,2,0,1,0,0,False
23,86,Medium,High,Yes,True,8,91,Medium,Yes,True,2,Low,Medium,False,True,Negative,1,No,College,1,Near,0,Female,71,1,2,1,0,1,-1,False
15,73,Medium,High,No,False,5,61,Low,No,False,1,Low,High,True,False,Positive,2,No,Postgraduate,2,Moderate,1,Male,63,1,2,0,0,2,1,False
33,74,Medium,Low,No,False,8,64,Medium,Yes,True,0,Medium,Medium,False,True,Negative,3,Yes,High School,0,Near,0,Male,66,1,0,1,1,1,-1,True
23,86,High,Medium,No,False,7,54,Low,Yes,True,2,Medium,Medium,False,True,Negative,2,Yes,High School,0,Near,0,Female,67,2,1,0,1,1,-1,True
17,79,Medium,High,Yes,True,8,84,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,2,No,High School,0,Moderate,1,Male,66,1,2,1,1,1,0,False
16,92,Medium,Medium,Yes,True,7,66,High,Yes,True,2,Medium,Medium,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Female,70,1,1,2,1,1,1,False
19,66,High,Medium,No,False,8,77,Low,No,False,3,Medium,Medium,False,True,Negative,4,No,College,1,Moderate,1,Female,64,2,1,0,1,1,-1,False
19,92,Medium,Medium,Yes,True,6,88,Low,Yes,True,1,High,Medium,False,True,Positive,2,No,Postgraduate,2,Near,0,Male,71,1,1,0,2,1,1,False
27,63,High,High,Yes,True,4,92,Medium,Yes,True,0,Low,Medium,False,True,Neutral,3,No,College,1,Near,0,Female,68,2,2,1,0,1,0,False
21,68,Low,Medium,Yes,True,5,66,Low,Yes,True,2,High,Medium,True,False,Neutral,3,No,High School,0,Near,0,Male,64,0,1,0,2,1,0,False
16,86,Medium,Medium,Yes,True,6,62,Low,Yes,True,1,Low,High,False,True,Positive,4,No,High School,0,Near,0,Female,66,1,1,0,0,2,1,False
31,94,Low,Medium,No,False,5,92,Low,Yes,True,1,High,Low,True,False,Neutral,4,No,High School,0,Near,0,Male,72,0,1,0,2,0,0,False
20,70,Low,Medium,Yes,True,9,69,High,Yes,True,2,Medium,High,False,True,Neutral,3,No,Postgraduate,2,Near,0,Female,66,0,1,2,1,2,0,False
16,81,Medium,Medium,Yes,True,8,57,High,Yes,True,1,Medium,Medium,True,False,Positive,2,No,High School,0,Near,0,Male,66,1,1,2,1,1,1,False
22,68,High,Medium,No,False,8,96,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Female,68,2,1,1,1,1,1,False
22,92,Medium,Low,Yes,True,7,74,High,Yes,True,2,Medium,Low,False,True,Positive,4,No,College,1,Moderate,1,Male,70,1,0,2,1,0,1,False
9,91,Medium,Medium,No,False,10,59,High,Yes,True,0,Low,Medium,True,False,Positive,2,No,College,1,Moderate,1,Male,64,1,1,2,0,1,1,False
32,66,High,High,Yes,True,10,77,High,Yes,True,3,Medium,Medium,False,True,Neutral,1,No,College,1,Near,0,Male,71,2,2,2,1,1,0,False
28,79,Medium,High,Yes,True,9,94,Low,Yes,True,2,Low,Medium,True,False,Positive,5,No,College,1,Near,0,Male,72,1,2,0,0,1,1,False
18,91,High,Medium,Yes,True,6,69,Medium,Yes,True,5,Low,High,False,True,Positive,2,No,High School,0,Near,0,Male,71,2,1,1,0,2,1,False
13,73,Medium,Low,No,False,9,59,Medium,Yes,True,0,Medium,High,False,True,Neutral,4,No,Postgraduate,2,Near,0,Male,63,1,0,1,1,2,0,False
22,85,Low,Medium,Yes,True,4,79,Medium,Yes,True,1,High,Low,False,True,Positive,2,No,College,1,Near,0,Male,68,0,1,1,2,0,1,False
21,62,Medium,Medium,No,False,9,92,Medium,Yes,True,1,Medium,Medium,True,False,Positive,4,Yes,High School,0,Near,0,Male,63,1,1,1,1,1,1,True
22,84,Medium,Medium,No,False,4,56,Medium,Yes,True,0,High,Low,True,False,Positive,2,No,High School,0,Moderate,1,Male,66,1,1,1,2,0,1,False
21,66,Medium,Medium,Yes,True,7,52,High,Yes,True,1,Medium,Medium,False,True,Neutral,3,No,High School,0,Far,2,Female,63,1,1,2,1,1,0,False
23,93,High,High,No,False,9,53,High,Yes,True,1,Low,Medium,True,False,Neutral,4,No,College,1,Near,0,Female,72,2,2,2,0,1,0,False
29,74,Medium,High,Yes,True,8,62,High,Yes,True,3,Low,High,False,True,Positive,3,Yes,Postgraduate,2,Moderate,1,Male,70,1,2,2,0,2,1,True
23,71,Medium,Medium,Yes,True,5,50,Medium,Yes,True,1,Low,High,False,True,Positive,1,No,College,1,Near,0,Female,65,1,1,1,0,2,1,False
14,94,Medium,High,Yes,True,7,71,Medium,Yes,True,0,Medium,Medium,True,False,Negative,3,Yes,College,1,Moderate,1,Female,67,1,2,1,1,1,-1,True
28,62,Low,High,No,False,8,85,Medium,Yes,True,2,Low,High,False,True,Positive,3,No,High School,0,Moderate,1,Female,66,0,2,1,0,2,1,False
30,76,Medium,Medium,Yes,True,7,86,Medium,Yes,True,1,Medium,High,False,True,Neutral,2,Yes,Postgraduate,2,Far,2,Male,69,1,1,1,1,2,0,True
39,75,Medium,High,Yes,True,6,82,High,Yes,True,1,High,Low,False,True,Negative,3,No,College,1,Near,0,Male,73,1,2,2,2,0,-1,False
13,71,Medium,High,Yes,True,8,65,High,Yes,True,2,Medium,Medium,False,True,Neutral,4,No,Postgraduate,2,Near,0,Female,66,1,2,2,1,1,0,False
21,96,Medium,Medium,Yes,True,9,87,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,6,Yes,High School,0,Near,0,Female,70,1,1,1,1,1,0,True
8,90,High,High,No,False,7,79,High,Yes,True,2,Low,Medium,False,True,Negative,4,No,College,1,Near,0,Male,68,2,2,2,0,1,-1,False
23,63,Low,Medium,Yes,True,9,93,Medium,Yes,True,2,Medium,High,True,False,Positive,2,No,High School,0,Far,2,Male,65,0,1,1,1,2,1,False
17,89,Medium,Medium,No,False,7,74,Medium,Yes,True,1,Low,Medium,True,False,Positive,2,No,Postgraduate,2,Moderate,1,Female,67,1,1,1,0,1,1,False
32,81,High,Medium,No,False,6,59,High,Yes,True,2,High,Medium,False,True,Neutral,2,No,High School,0,Moderate,1,Female,71,2,1,2,2,1,0,False
15,96,High,High,No,False,9,82,Medium,Yes,True,2,Low,Low,True,False,Neutral,3,No,High School,0,Near,0,Female,70,2,2,1,0,0,0,False
10,73,Medium,Low,Yes,True,9,58,Low,Yes,True,5,Low,Medium,True,False,Negative,3,No,High School,0,Moderate,1,Male,61,1,0,0,0,1,-1,False
17,83,High,Medium,Yes,True,6,98,Medium,Yes,True,0,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,69,2,1,1,1,1,1,False
8,80,Low,Medium,Yes,True,6,85,Medium,Yes,True,1,Low,High,False,True,Negative,3,No,Postgraduate,2,Near,0,Male,63,0,1,1,0,2,-1,False
25,80,Medium,Medium,Yes,True,10,88,Low,Yes,True,0,Low,High,True,False,Negative,2,No,College,1,Moderate,1,Male,67,1,1,0,0,2,-1,False
8,78,High,Medium,Yes,True,7,84,Medium,Yes,True,0,Medium,Medium,False,True,Positive,2,No,College,1,Near,0,Male,65,2,1,1,1,1,1,False
20,68,High,Medium,Yes,True,7,55,High,Yes,True,0,Low,Low,False,True,Positive,3,Yes,High School,0,Near,0,Female,63,2,1,2,0,0,1,True
8,90,Medium,Medium,No,False,7,73,High,Yes,True,3,High,Low,True,False,Negative,4,No,Postgraduate,2,Near,0,Male,67,1,1,2,2,0,-1,False
18,78,Low,High,Yes,True,9,83,Medium,Yes,True,2,Low,Medium,True,False,Negative,2,No,Postgraduate,2,Moderate,1,Female,66,0,2,1,0,1,-1,False
30,98,Low,Medium,Yes,True,10,61,Medium,Yes,True,0,Low,Medium,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Male,72,0,1,1,0,1,1,False
22,70,Medium,High,No,False,7,84,Low,Yes,True,3,Low,High,False,True,Positive,5,No,High School,0,Near,0,Male,68,1,2,0,0,2,1,False
15,87,High,Medium,Yes,True,10,91,Medium,Yes,True,1,Low,Low,False,True,Neutral,4,No,High School,0,Moderate,1,Male,67,2,1,1,0,0,0,False
20,98,Medium,Medium,Yes,True,6,64,Medium,Yes,True,1,High,High,True,False,Positive,3,No,Postgraduate,2,Moderate,1,Male,72,1,1,1,2,2,1,False
20,87,Medium,High,Yes,True,7,60,Medium,Yes,True,0,Low,Medium,False,True,Positive,2,Yes,High School,0,Far,2,Female,66,1,2,1,0,1,1,True
23,95,Medium,Medium,Yes,True,8,94,Medium,Yes,True,1,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,73,1,1,1,1,1,1,False
12,93,High,High,Yes,True,6,50,Low,Yes,True,4,High,High,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Male,71,2,2,0,2,2,1,False
24,74,Low,Low,Yes,True,8,63,High,Yes,True,1,Low,High,False,True,Positive,3,No,High School,0,Moderate,1,Male,65,0,0,2,0,2,1,False
4,84,Medium,Medium,Yes,True,6,70,Medium,Yes,True,5,Medium,High,True,False,Neutral,4,No,High School,0,Near,0,Male,65,1,1,1,1,2,0,False
16,66,High,Medium,Yes,True,5,84,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,3,No,High School,0,Near,0,Female,65,2,1,1,1,1,0,False
17,81,Medium,Medium,Yes,True,4,100,Low,Yes,True,2,Medium,High,True,False,Neutral,2,No,College,1,Near,0,Male,68,1,1,0,1,2,0,False
24,69,High,Medium,No,False,7,69,Medium,No,False,7,High,Medium,False,True,Positive,3,No,College,1,Near,0,Female,70,2,1,1,2,1,1,False
20,90,Medium,Low,Yes,True,8,97,Low,Yes,True,1,Medium,Low,True,False,Neutral,2,No,High School,0,Near,0,Female,68,1,0,0,1,0,0,False
12,81,Low,Medium,Yes,True,5,68,High,Yes,True,0,Low,High,True,False,Negative,2,No,High School,0,Near,0,Male,62,0,1,2,0,2,-1,False
14,76,Medium,Medium,No,False,7,85,High,Yes,True,3,Low,Medium,True,False,Neutral,3,No,College,1,Near,0,Male,66,1,1,2,0,1,0,False
21,71,Medium,Medium,No,False,7,58,Low,Yes,True,3,Low,Medium,False,True,Negative,5,No,College,1,Near,0,Female,65,1,1,0,0,1,-1,False
20,100,Medium,Medium,Yes,True,7,73,Medium,Yes,True,1,Low,Medium,False,True,Neutral,4,No,College,1,Near,0,Female,71,1,1,1,0,1,0,False
17,63,Medium,Medium,No,False,6,94,Low,Yes,True,0,Medium,Medium,False,True,Negative,2,No,High School,0,Moderate,1,Male,61,1,1,0,1,1,-1,False
17,62,Medium,Medium,No,False,7,66,High,Yes,True,2,High,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Male,63,1,1,2,2,1,0,False
24,69,Medium,High,Yes,True,7,55,Low,Yes,True,3,Medium,High,False,True,Neutral,4,No,High School,0,Near,0,Male,67,1,2,0,1,2,0,False
17,99,Medium,Medium,No,False,8,76,Low,No,False,2,High,Medium,False,True,Positive,4,No,Postgraduate,2,Near,0,Male,70,1,1,0,2,1,1,False
19,99,Medium,Medium,Yes,True,5,72,Low,Yes,True,3,Medium,High,True,False,Neutral,4,No,Postgraduate,2,Near,0,Male,73,1,1,0,1,2,0,False
11,95,Medium,Medium,Yes,True,5,95,Low,Yes,True,1,Low,High,False,True,Positive,3,No,Postgraduate,2,Near,0,Male,69,1,1,0,0,2,1,False
9,69,Low,Medium,Yes,True,7,80,Medium,Yes,True,1,Medium,Medium,True,False,Neutral,3,No,College,1,Moderate,1,Male,61,0,1,1,1,1,0,False
16,66,Medium,Medium,Yes,True,6,100,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,3,No,High School,0,Moderate,1,Female,64,1,1,1,1,1,0,False
18,64,Low,Medium,Yes,True,7,57,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,No,High School,0,Moderate,1,Male,61,0,1,1,2,1,0,False
15,64,Medium,Medium,No,False,6,92,Low,Yes,True,3,Low,Medium,False,True,Negative,4,No,College,1,Near,0,Female,63,1,1,0,0,1,-1,False
18,83,Medium,Low,Yes,True,9,62,High,Yes,True,2,Low,Medium,False,True,Negative,2,No,High School,0,Near,0,Male,65,1,0,2,0,1,-1,False
30,91,High,Medium,No,False,9,62,Low,Yes,True,3,Low,High,False,True,Negative,4,No,Postgraduate,2,Near,0,Female,73,2,1,0,0,2,-1,False
25,75,Medium,Low,Yes,True,8,75,High,Yes,True,2,High,High,True,False,Negative,4,Yes,Postgraduate,2,Near,0,Male,68,1,0,2,2,2,-1,True
25,99,Medium,Medium,No,False,8,83,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,2,No,College,1,Near,0,Female,72,1,1,1,1,1,0,False
12,77,Low,Low,Yes,True,7,85,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,College,1,Far,2,Male,62,0,0,1,1,1,1,False
13,66,High,Medium,Yes,True,9,51,Low,Yes,True,3,Medium,Medium,True,False,Positive,2,No,Postgraduate,2,Moderate,1,Male,63,2,1,0,1,1,1,False
3,79,Low,Medium,Yes,True,7,64,Low,Yes,True,0,Medium,Medium,False,True,Negative,3,No,Postgraduate,2,Far,2,Female,58,0,1,0,1,1,-1,False
15,87,Medium,Medium,No,False,10,83,Medium,Yes,True,1,High,High,True,False,Positive,3,No,High School,0,Near,0,Male,68,1,1,1,2,2,1,False
26,93,High,High,Yes,True,6,94,Low,Yes,True,1,Medium,High,False,True,Negative,2,No,High School,0,Near,0,Female,74,2,2,0,1,2,-1,False
23,78,Medium,Medium,Yes,True,5,83,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Male,68,1,1,1,1,1,1,False
19,84,Medium,Medium,Yes,True,5,63,Medium,Yes,True,1,High,Medium,True,False,Positive,2,No,High School,0,Near,0,Male,67,1,1,1,2,1,1,False
20,71,Medium,Medium,Yes,True,5,75,Low,Yes,True,0,Medium,Medium,True,False,Positive,4,No,High School,0,Near,0,Male,65,1,1,0,1,1,1,False
16,86,Low,Low,Yes,True,5,82,Low,Yes,True,0,Low,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Female,63,0,0,0,0,1,0,False
21,99,Medium,Low,No,False,7,57,High,Yes,True,2,Medium,Medium,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,71,1,0,2,1,1,0,False
25,62,Medium,Low,Yes,True,8,77,Medium,Yes,True,0,Medium,Low,False,True,Negative,4,No,College,1,Far,2,Female,62,1,0,1,1,0,-1,False
10,95,High,Low,Yes,True,7,74,High,Yes,True,2,Low,Medium,False,True,Negative,3,No,High School,0,Far,2,Male,66,2,0,2,0,1,-1,False
22,82,Low,Medium,No,False,5,67,Low,Yes,True,1,Low,High,True,False,Neutral,1,Yes,Postgraduate,2,Near,0,Female,65,0,1,0,0,2,0,True
26,70,High,Medium,No,False,6,81,Low,Yes,True,0,Low,High,False,True,Neutral,3,No,High School,0,Moderate,1,Male,66,2,1,0,0,2,0,False
18,98,High,Low,No,False,8,82,Medium,Yes,True,3,Medium,High,False,True,Negative,3,No,College,1,Near,0,Male,71,2,0,1,1,2,-1,False
24,79,Low,High,No,False,6,99,High,No,False,2,Low,High,False,True,Negative,3,No,High School,0,Near,0,Male,68,0,2,2,0,2,-1,False
37,73,Medium,High,Yes,True,6,71,Medium,Yes,True,0,High,High,False,True,Positive,5,No,High School,0,Moderate,1,Male,72,1,2,1,2,2,1,False
19,67,Medium,High,No,False,5,77,Medium,Yes,True,1,Medium,High,True,False,Negative,4,No,Postgraduate,2,Near,0,Male,66,1,2,1,1,2,-1,False
22,70,Medium,Low,Yes,True,6,58,Low,Yes,True,4,High,Medium,False,True,Positive,2,No,Postgraduate,2,Moderate,1,Male,66,1,0,0,2,1,1,False
16,93,Low,High,No,False,6,77,High,Yes,True,2,Low,Medium,False,True,Negative,1,No,High School,0,Moderate,1,Male,67,0,2,2,0,1,-1,False
21,85,Low,High,Yes,True,7,52,Medium,Yes,True,5,High,High,False,True,Positive,3,No,Postgraduate,2,Moderate,1,Male,71,0,2,1,2,2,1,False
23,97,High,High,Yes,True,8,57,Low,No,False,2,High,Medium,False,True,Positive,1,No,Postgraduate,2,Far,2,Male,72,2,2,0,2,1,1,False
21,69,Low,Medium,No,False,7,59,Medium,Yes,True,3,Low,Medium,False,True,Neutral,3,No,Postgraduate,2,Near,0,Male,64,0,1,1,0,1,0,False
14,65,Low,High,No,False,7,82,Low,Yes,True,1,Low,Low,False,True,Negative,3,No,High School,0,Near,0,Male,60,0,2,0,0,0,-1,False
21,60,High,Low,No,False,8,78,Medium,Yes,True,2,Medium,High,False,True,Positive,2,No,High School,0,Near,0,Female,64,2,0,1,1,2,1,False
29,80,Medium,Low,Yes,True,5,90,Medium,Yes,True,2,Medium,Low,False,True,Positive,1,No,College,1,Near,0,Female,70,1,0,1,1,0,1,False
23,100,Medium,Low,Yes,True,10,73,Medium,Yes,True,3,Medium,Medium,True,False,Neutral,2,No,College,1,Near,0,Male,72,1,0,1,1,1,0,False
26,88,Medium,High,No,False,6,74,Medium,Yes,True,0,Low,Medium,False,True,Negative,2,No,High School,0,Moderate,1,Female,68,1,2,1,0,1,-1,False
19,72,Medium,Low,Yes,True,8,58,Medium,Yes,True,0,Medium,Low,False,True,Neutral,3,No,High School,0,Near,0,Female,62,1,0,1,1,0,0,False
24,95,Medium,Low,No,False,5,87,Medium,Yes,True,0,Low,Medium,False,True,Neutral,2,No,High School,0,Far,2,Male,68,1,0,1,0,1,0,False
14,61,Medium,Low,Yes,True,7,71,Medium,Yes,True,0,Medium,Low,True,False,Neutral,1,No,Postgraduate,2,Near,0,Female,60,1,0,1,1,0,0,False
22,93,Medium,High,No,False,9,59,Low,Yes,True,3,Low,High,False,True,Positive,4,No,Postgraduate,2,Near,0,Female,72,1,2,0,0,2,1,False
14,72,Low,High,No,False,7,89,Medium,Yes,True,2,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,65,0,2,1,1,1,1,False
16,66,Medium,Low,No,False,9,84,High,Yes,True,3,Low,Low,False,True,Positive,4,No,High School,0,Near,0,Female,63,1,0,2,0,0,1,False
21,69,Medium,Low,Yes,True,7,85,Medium,Yes,True,2,Medium,Medium,True,False,Positive,0,No,Postgraduate,2,Near,0,Male,66,1,0,1,1,1,1,False
22,79,Low,Medium,No,False,10,57,Low,Yes,True,1,Medium,High,False,True,Positive,2,No,High School,0,Near,0,Male,65,0,1,0,1,2,1,False
13,77,Medium,High,No,False,4,83,Medium,Yes,True,1,Medium,High,False,True,Negative,2,No,Postgraduate,2,Moderate,1,Male,65,1,2,1,1,2,-1,False
26,72,Low,High,No,False,8,85,Medium,Yes,True,2,Low,Medium,False,True,Negative,3,No,High School,0,Near,0,Male,67,0,2,1,0,1,-1,False
23,67,Medium,Medium,No,False,4,50,Low,Yes,True,4,Low,Medium,True,False,Positive,3,No,College,1,Moderate,1,Male,65,1,1,0,0,1,1,False
16,90,High,Medium,No,False,7,66,Medium,Yes,True,0,High,High,False,True,Negative,3,No,High School,0,Moderate,1,Male,67,2,1,1,2,2,-1,False
11,100,Medium,Medium,Yes,True,9,54,Low,Yes,True,1,Low,Medium,False,True,Negative,3,No,Postgraduate,2,Near,0,Male,66,1,1,0,0,1,-1,False
19,91,Low,High,Yes,True,9,84,High,Yes,True,2,High,High,False,True,Positive,3,Yes,High School,0,Near,0,Male,71,0,2,2,2,2,1,True
17,72,Medium,Medium,No,False,8,61,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,4,No,Postgraduate,2,Moderate,1,Male,64,1,1,1,1,1,0,False
21,70,Low,Low,No,False,7,63,Medium,Yes,True,0,Medium,Medium,False,True,Positive,2,No,High School,0,Far,2,Male,61,0,0,1,1,1,1,False
18,69,High,High,Yes,True,8,54,Low,Yes,True,1,High,High,True,False,Neutral,2,No,High School,0,Near,0,Male,65,2,2,0,2,2,0,False
8,65,Medium,Medium,No,False,10,74,Medium,Yes,True,1,Medium,High,True,False,Positive,5,No,High School,0,Near,0,Male,61,1,1,1,1,2,1,False
18,82,High,Low,No,False,7,52,Low,Yes,True,1,Low,Medium,False,True,Negative,4,No,High School,0,Near,0,Female,64,2,0,0,0,1,-1,False
18,84,High,High,Yes,True,8,92,Low,Yes,True,0,Low,High,False,True,Negative,3,No,College,1,Near,0,Female,69,2,2,0,0,2,-1,False
24,88,Medium,Medium,Yes,True,6,51,High,Yes,True,4,Medium,Low,False,True,Positive,4,No,High School,0,Near,0,Male,71,1,1,2,1,0,1,False
16,87,High,Medium,No,False,9,53,High,Yes,True,3,Medium,High,True,False,Neutral,5,No,College,1,Near,0,Male,70,2,1,2,1,2,0,False
30,72,High,Medium,Yes,True,8,82,High,Yes,True,1,Low,Medium,False,True,Positive,1,No,College,1,Moderate,1,Female,70,2,1,2,0,1,1,False
9,73,Medium,Medium,Yes,True,6,96,Low,Yes,True,0,Low,High,False,True,Positive,2,No,High School,0,Near,0,Male,62,1,1,0,0,2,1,False
28,87,Medium,Medium,No,False,8,95,Medium,Yes,True,2,Medium,Low,True,False,Positive,3,No,Postgraduate,2,Near,0,Female,73,1,1,1,1,0,1,False
19,74,Medium,High,No,False,8,54,High,Yes,True,0,Medium,Medium,False,True,Positive,3,No,College,1,Near,0,Male,66,1,2,2,1,1,1,False
25,69,Medium,Medium,Yes,True,8,64,Medium,Yes,True,1,High,Low,False,True,Negative,3,No,Postgraduate,2,Moderate,1,Female,66,1,1,1,2,0,-1,False
20,75,Low,Medium,No,False,7,76,Medium,Yes,True,3,High,High,True,False,Negative,3,No,College,1,Near,0,Female,66,0,1,1,2,2,-1,False
